bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1910047,2175,HB1,1,Introduced,2025-01-16,"Relating To Building Codes.","Amends responsibilities of the State Building Code Council.",2043,"House Housing",2025-02-05,"The committee(s) on HSG recommend(s) that the measure be deferred.",https://legiscan.com/HI/bill/HB1/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1&year=2025
1910010,2175,HB2,1,Introduced,2025-01-16,"Relating To Liquor Licenses.","Provides that the Liquor Commission or other licensing agency of each county shall deny the renewal of certain current liquor licenses upon receipt of sufficient protests.",2034,"House Consumer Protection & Commerce",2025-01-21,"Referred to CPC, referral sheet 1",https://legiscan.com/HI/bill/HB2/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=2&year=2025
1909961,2175,HB3,3,Enrolled,2025-05-01,"Relating To Beach Management On The North Shore Of Oahu.","Extends the deadline for the University of Hawaii Sea Grant College Program to submit the North Shore Beach Management Plan to the Governor and Legislature. Extends the appropriation lapse date to 6/30/2026. (CD1)",0,,2025-05-02,"Received notice of passage on Final Reading in House (Hse. Com. No. 821).",https://legiscan.com/HI/bill/HB3/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=3&year=2025
1910059,2175,HB4,1,Introduced,2025-01-16,"Relating To Energy.","Short form bill relating to energy.",2037,"House Energy & Environmental Protection",2025-01-21,"Referred to EEP, referral sheet 1",https://legiscan.com/HI/bill/HB4/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=4&year=2025
1910106,2175,HB5,1,Introduced,2025-01-16,"Relating To Energy.","Short form bill relating to energy.",2037,"House Energy & Environmental Protection",2025-01-21,"Referred to EEP, referral sheet 1",https://legiscan.com/HI/bill/HB5/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=5&year=2025
1909960,2175,HB6,1,Introduced,2025-01-16,"Relating To Energy.","Short form bill relating to energy.",2037,"House Energy & Environmental Protection",2025-01-21,"Referred to EEP, referral sheet 1",https://legiscan.com/HI/bill/HB6/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=6&year=2025
1909954,2175,HB7,1,Introduced,2025-01-16,"Relating To Environment.","Short form bill relating to environment.",2037,"House Energy & Environmental Protection",2025-01-21,"Referred to EEP, referral sheet 1",https://legiscan.com/HI/bill/HB7/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=7&year=2025
1909978,2175,HB8,1,Introduced,2025-01-16,"Relating To Environment.","Short form bill relating to environment.",2037,"House Energy & Environmental Protection",2025-01-21,"Referred to EEP, referral sheet 1",https://legiscan.com/HI/bill/HB8/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=8&year=2025
1910079,2175,HB9,1,Introduced,2025-01-16,"Designating Hawaii As A Purple Heart State.","Designates Hawaii as a Purple Heart State.",2810,"House Public Safety",2025-01-21,"Referred to PBS, CAA, referral sheet 1",https://legiscan.com/HI/bill/HB9/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=9&year=2025
1910029,2175,HB10,1,Introduced,2025-01-16,"Relating To Taxation.","Excludes from the offense of unlawful shipment of tobacco products the direct sale of large cigars and pipe tobacco to adult consumers for personal use. Effective 1/1/2026.",2042,"House Health",2025-01-21,"Referred to HLT, CPC, FIN, referral sheet 1",https://legiscan.com/HI/bill/HB10/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=10&year=2025
1909956,2175,HB11,1,Introduced,2025-01-16,"Relating To Health Care.","Eliminates the certificate of need requirement for all health care facilities and health care services except for nursing homes, hospices, intermediate care facilities for individuals with intellectual disabilities, and ambulance service providers.",2042,"House Health",2025-01-21,"Referred to HLT, CPC, FIN, referral sheet 1",https://legiscan.com/HI/bill/HB11/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=11&year=2025
1910046,2175,HB12,1,Introduced,2025-01-16,"Relating To Tort Liability.","Clarifies that persons who enter private property for recreational purposes have no cause of action, unless exempted under law. Requires courts to award attorneys' fees and costs to landowners if plaintiffs bring unreasonable actions. Establishes, as a matter of law, that persons participating in outdoor recreational activities accept the inherent risks, dangers, or hazards in the activities. Clarifies the definitions for ""recreational purpose"" and ""recreational user"".",2811,"House Water & Land",2025-01-28,"The committee(s) on WAL recommend(s) that the measure be deferred.",https://legiscan.com/HI/bill/HB12/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=12&year=2025
1909952,2175,HB13,1,Introduced,2025-01-16,"Relating To Workers' Compensation.","Establishes notice requirements for employers under Hawaii's Workers' Compensation Law. Requires employers who deny the compensability of an employee's injury to submit a written report supporting the denial to the Director of Labor and Industrial Relations within a specified period. Requires employers to furnish to the injured employee up to $10,000 for medical care, services, and supplies for the period immediately following the injury and so long as reasonably needed or until the employer files a written report with the Director denying the compensability of the injury, whichever is earlier. Clarifies that failure to give an employer notice of an employee's injury does not bar a claim for compensation if any person having authority in the interest of the employer had knowledge of the injury.",2047,"House Labor & Public Employment",2025-01-21,"Referred to LAB, CPC, FIN, referral sheet 1",https://legiscan.com/HI/bill/HB13/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=13&year=2025
1912113,2175,HB14,1,Introduced,2025-01-16,"Relating To Destination Management.","Short form bill relating to destination management.",2050,"House Tourism",2025-01-21,"Referred to TOU, referral sheet 1",https://legiscan.com/HI/bill/HB14/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=14&year=2025
1911944,2175,HB15,1,Introduced,2025-01-16,"Relating To Lodging.","Short form bill relating to lodging.",2050,"House Tourism",2025-01-21,"Referred to TOU, referral sheet 1",https://legiscan.com/HI/bill/HB15/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=15&year=2025
1912100,2175,HB16,1,Introduced,2025-01-16,"Relating To Tourism.","Short form bill relating to tourism.",2050,"House Tourism",2025-01-21,"Referred to TOU, referral sheet 1",https://legiscan.com/HI/bill/HB16/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=16&year=2025
1912316,2175,HB17,1,Introduced,2025-01-16,"Relating To Tourism.","Short form bill relating to tourism.",2050,"House Tourism",2025-01-21,"Referred to TOU, referral sheet 1",https://legiscan.com/HI/bill/HB17/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=17&year=2025
1912183,2175,HB18,1,Introduced,2025-01-16,"Relating To Tourism.","Short form bill relating to tourism.",2050,"House Tourism",2025-01-21,"Referred to TOU, referral sheet 1",https://legiscan.com/HI/bill/HB18/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=18&year=2025
1911993,2175,HB19,1,Introduced,2025-01-16,"Relating To Tourism.","Replaces the Hawaii Tourism Authority with the Corporation for the Stewardship of Hawaii Tourism, a nonprofit entity to guide Hawaii's visitor economy in collaboration with public, private, nonprofit, and community stakeholders in achieving beneficial outcomes from tourism based on the principles of destination stewardship and regenerative tourism.",2050,"House Tourism",2025-01-21,"Referred to TOU, LAB, FIN, referral sheet 1",https://legiscan.com/HI/bill/HB19/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=19&year=2025
1912173,2175,HB20,1,Introduced,2025-01-16,"Relating To Lava Zone Insurance.","Establishes a Lava Zone Insurance Fund to subsidize the cost of insurance premiums for properties in lava zones 1 and 2. Defines lava zones 1 and 2. Appropriates funds.",2034,"House Consumer Protection & Commerce",2025-01-21,"Referred to CPC, FIN, referral sheet 1",https://legiscan.com/HI/bill/HB20/2025,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=20&year=2025
