bill_id,date,chamber,sequence,action
1895120,2024-12-05,House,1,Prefiled
1895120,2024-12-05,House,2,"Referred to Committee on Judiciary"
1895120,2025-01-14,House,3,"Introduced and read first time"
1895120,2025-01-14,House,4,"Referred to Committee on Judiciary"
1895121,2024-12-05,House,1,Prefiled
1895121,2024-12-05,House,2,"Referred to Committee on Judiciary"
1895121,2025-01-14,House,3,"Introduced and read first time"
1895121,2025-01-14,House,4,"Referred to Committee on Judiciary"
1895122,2024-12-05,House,1,Prefiled
1895122,2024-12-05,House,2,"Referred to Committee on Labor, Commerce and Industry"
1895122,2025-01-14,House,3,"Introduced and read first time"
1895122,2025-01-14,House,4,"Referred to Committee on Labor, Commerce and Industry"
1895123,2024-12-05,House,1,Prefiled
1895123,2024-12-05,House,2,"Referred to Committee on Agriculture, Natural Resources and Environmental Affairs"
1895123,2025-01-14,House,3,"Introduced and read first time"
1895123,2025-01-14,House,4,"Referred to Committee on Agriculture, Natural Resources and Environmental Affairs"
1895124,2024-12-05,House,1,Prefiled
1895124,2024-12-05,House,2,"Referred to Committee on Judiciary"
1895124,2025-01-14,House,3,"Introduced and read first time"
1895124,2025-01-14,House,4,"Referred to Committee on Judiciary"
1895124,2025-02-04,House,5,"Member(s) request name added as sponsor: Govan, Erickson, Bradley"
1895125,2024-12-05,House,1,Prefiled
1895125,2024-12-05,House,2,"Referred to Committee on Judiciary"
1895125,2025-01-14,House,3,"Introduced and read first time"
1895125,2025-01-14,House,4,"Referred to Committee on Judiciary"
1895125,2025-01-28,House,5,"Member(s) request name added as sponsor: Bauer"
1895126,2024-12-05,House,1,Prefiled
1895126,2024-12-05,House,2,"Referred to Committee on Judiciary"
1895126,2025-01-14,House,3,"Introduced and read first time"
1895126,2025-01-14,House,4,"Referred to Committee on Judiciary"
1895127,2024-12-05,House,1,Prefiled
1895127,2024-12-05,House,2,"Referred to Committee on Judiciary"
1895127,2025-01-14,House,3,"Introduced and read first time"
1895127,2025-01-14,House,4,"Referred to Committee on Judiciary"
1895127,2025-02-05,,5,"Scrivener's error corrected"
1895128,2024-12-05,House,1,Prefiled
1895128,2024-12-05,House,2,"Referred to Committee on Ways and Means"
1895128,2025-01-14,House,3,"Introduced and read first time"
1895128,2025-01-14,House,4,"Referred to Committee on Ways and Means"
1895129,2024-12-05,House,1,Prefiled
1895129,2024-12-05,House,2,"Referred to Committee on Medical, Military, Public and Municipal Affairs"
1895129,2025-01-14,House,3,"Introduced and read first time"
1895129,2025-01-14,House,4,"Referred to Committee on Medical, Military, Public and Municipal Affairs"
1895129,2025-02-04,House,5,"Member(s) request name added as sponsor: Erickson, Bradley"
1895129,2025-02-12,House,6,"Committee report: Favorable Medical, Military, Public and Municipal Affairs"
1895129,2025-02-13,House,7,"Read second time"
1895129,2025-02-13,House,8,"Roll call Yeas-104 Nays-0"
1895129,2025-02-13,House,9,"Unanimous consent for third reading on next legislative day"
1895129,2025-02-18,Senate,10,"Introduced and read first time"
1895129,2025-02-18,Senate,11,"Referred to Committee on Medical Affairs"
1895130,2024-12-05,House,1,Prefiled
